idstd,id,COVb0,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVb3a,COVb4,COVc3,COVc1,COVc2a,COVc2b,COVc2c,COVc4a,COVc4b,COVc4c,COVc5,COVc6,COVd1,COVd3a,COVd3b,COVd4,COVd6,COVd8,COVe1a,COVe1b,COVe1c,COVe2,COVe3a,COVe3b,COVe3c,COVe4,COVe5,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2f,COVf2fx,COVg2,COVh1,COVh2a,COVh2b,COVh2c,COVh2d,COVh2e,COVh2f
656373,280,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,Yes,Yes,No,30,0,15,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Increase,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,4,,,,,,,
656374,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656375,333,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,Yes,20,0,24,Remain the same,Remain the same,,,10,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,4,,,,,,,
656376,425,Open,Yes,1,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,10,37,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656377,1300,Open,Yes,6,Decrease,,70,100,Remain the same,No,30,Decrease,Decrease,Decrease,Yes,No,Yes,30,30,20,Remain the same,Increase,,,Does not apply,Decrease,Decrease,Remain the same,Delaying payments to suppliers or workers,Yes,No,No,Yes,No,Don't know,,,,,,,,6,,,,,,,
656378,874,Open,Yes,3,Decrease,,30,70,Decrease,Yes,,Decrease,Remain the same,Remain the same,No,Yes,No,0,2,11,Remain the same,Remain the same,,,2,Decrease,Remain the same,Decrease,Delaying payments to suppliers or workers,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,,24,,,,,,,
656379,102,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,0,75,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,8,,,,,,,
656380,1073,Open,Yes,8,Decrease,,40,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,20,10,Remain the same,Remain the same,,,0,Decrease,Increase,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,4,,,,,,,
656381,499,Open,Yes,7,Decrease,,80,100,Does not apply,Yes,,Decrease,Remain the same,Remain the same,Yes,Yes,Yes,10,0,20,Decrease,Remain the same,10,5,5,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656382,1185,Open,Yes,4,Decrease,,60,60,Decrease,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,50,20,6,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656383,1192,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,No,0,0,39,Remain the same,Decrease,2,0,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656384,200,Open,No,,Remain the same,,,70,Remain the same,No,70,Remain the same,Increase,Increase,No,No,Yes,0,20,300,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
656385,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656386,710,Open,Yes,12,Decrease,,70,100,Does not apply,Yes,,Decrease,Decrease,Remain the same,Yes,No,Yes,100,80,240,Remain the same,Decrease,55,0,Does not apply,Decrease,Increase,Don't know,Delaying payments to suppliers or workers,Yes,Yes,No,Yes,No,No,,,,,,,,4,,,,,,,
656387,403,Open,Yes,3,Decrease,,40,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,Yes,Yes,20,5,78,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,Yes,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,No,No,,4,,,,,,,
656388,449,Temporarily closed,,11,Decrease,,20,65,Remain the same,No,,Remain the same,Decrease,Decrease,Yes,Yes,Yes,40,75,35,Remain the same,Decrease,24,0,0,Decrease,Decrease,Remain the same,Loans from commercial banks,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,No,No,,24,,,,,,,
656389,755,Open,Yes,10,Decrease,,100,100,Remain the same,No,,Decrease,Decrease,Decrease,Yes,Yes,Yes,10,0,5,Remain the same,Remain the same,,,3,Decrease,Increase,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,Does not apply,No,No,,,,,,,,1,,,,,,,
656390,287,Open,No,,Decrease,,30,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,No,No,15,0,9,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656391,258,Open,No,,Remain the same,,,100,Does not apply,No,80,Remain the same,Remain the same,Remain the same,No,Yes,No,10,0,28,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656392,880,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Increase,Don't know,No,No,Yes,10,Don't know,100,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656393,617,Open,Yes,3,Decrease,,35,100,Does not apply,No,,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,50,21,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,1,,,,,,,
656394,853,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Remain the same,No,No,Yes,30,0,10,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,7,,,,,,,
656395,23,Open,Yes,4,Decrease,,50,100,Does not apply,No,60,Remain the same,Decrease,Decrease,Yes,Yes,No,60,5,32,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656396,463,Open,No,,Increase,20,,80,Decrease,No,90,Remain the same,Increase,Increase,No,No,Yes,Don't know,15,130,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656397,151,Open,Yes,1,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,No,0,0,28,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656398,154,Open,Yes,3,Decrease,,40,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,25,20,13,Remain the same,Remain the same,,,5,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,4,,,,,,,
656399,682,Open,Yes,1,Decrease,,40,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,No,No,No,0,0,10,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,4,,,,,,,
656400,730,Open,Yes,3,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,20,17,Decrease,Decrease,5,0,6,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,2,,,,,,,
656401,635,Open,Yes,1,Increase,15,,100,Does not apply,Yes,,Remain the same,Increase,Remain the same,Yes,Yes,No,25,0,75,Remain the same,Remain the same,,,0,Increase,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656402,1231,Open,Yes,12,Decrease,,100,100,Remain the same,No,,Decrease,Decrease,Decrease,No,No,No,0,0,150,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,0,,,,,,,
656403,554,Open,Yes,3,Decrease,,70,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,No,70,10,21,Decrease,Remain the same,4,2,4,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,No,No,,4,,,,,,,
656404,1205,Open,No,,Decrease,,20,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,No,Yes,No,10,0,12,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656405,218,Open,Yes,2,Remain the same,,,100,Does not apply,Yes,,Remain the same,Remain the same,Remain the same,Yes,Yes,No,70,0,8,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656406,865,Open,No,,Decrease,,25,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,15,8,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,No,Yes,No,No,No,No,,,,,,,,2,,,,,,,
656407,720,Open,Yes,2,Decrease,,10,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,50,95,Remain the same,Decrease,7,0,10,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
656408,149,Open,No,,Increase,10,,100,Does not apply,No,100,Increase,Increase,Increase,No,Yes,Yes,20,5,100,Increase,Increase,,,0,Increase,Increase,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656409,804,Open,Yes,5,Decrease,,80,100,Does not apply,No,10,Decrease,Decrease,Decrease,No,No,No,0,0,2,Decrease,Decrease,0,20,0,Decrease,Decrease,Decrease,None of the above,Yes,Yes,Yes,Yes,Yes,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,0,,,,,,,
656410,289,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,No,Yes,40,0,5,Remain the same,Remain the same,,,0,Decrease,Decrease,Remain the same,Loans from commercial banks,Yes,Yes,No,No,No,No,,,,,,,,4,,,,,,,
656411,18,Open,No,,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,No,No,No,0,0,18,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656412,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656413,985,Open,No,,Remain the same,,,100,Does not apply,Yes,,Remain the same,Remain the same,Remain the same,Yes,Yes,No,30,0,35,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656414,1311,Open,No,,Don't know,,,100,Does not apply,No,,Remain the same,Don't know,Don't know,No,No,No,0,0,98,Remain the same,Don't know,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,Yes,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656415,92,Open,Yes,5,Decrease,,40,100,Does not apply,No,,Decrease,Decrease,Decrease,No,No,No,0,0,12,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656416,339,Open,Yes,2,Decrease,,15,80,Decrease,No,70,Decrease,Decrease,Decrease,Yes,Yes,No,15,0,5,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,No,No,,,,,,,,4,,,,,,,
656417,836,Open,No,,Decrease,,25,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,35,48,Remain the same,Decrease,3,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,No,No,,,,,,,,1,,,,,,,
656418,1207,Open,No,,Increase,20,,70,Increase,Yes,,Increase,Increase,Increase,Yes,Yes,Yes,60,10,10,Remain the same,Decrease,0,0,Does not apply,Increase,Increase,Increase,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656419,586,Open,Yes,2,Decrease,,30,100,Does not apply,No,,Decrease,Decrease,Decrease,Yes,No,No,0,0,40,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,1,,,,,,,
656420,845,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,Yes,No,0,0,20,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656421,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656422,1126,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,30,20,Remain the same,Decrease,2,0,5,Decrease,Increase,Remain the same,Equity finance,No,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,2,,,,,,,
656423,995,Open,Yes,1,Decrease,,25,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,30,30,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Decrease,Delaying payments to suppliers or workers,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656424,819,Open,Yes,3,Decrease,,35,70,Decrease,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,15,0,65,Remain the same,Decrease,0,5,9,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,No,No,No,,,,,,,,2,,,,,,,
656425,1016,Open,Yes,3,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,20,10,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656426,131,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,Yes,Yes,No,Don't know,No,Don't know
656427,1127,Open,No,,Decrease,,30,100,Does not apply,Yes,80,Remain the same,Decrease,Remain the same,No,No,No,0,0,95,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656428,265,Open,No,,Decrease,,30,70,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,No,No,5,0,100,Remain the same,Remain the same,,,Does not apply,Decrease,Increase,Remain the same,None of the above,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,8,,,,,,,
656429,483,Open,No,,Remain the same,,,90,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,Yes,30,15,107,Remain the same,Decrease,9,6,0,Decrease,Increase,Increase,Equity finance,No,Yes,Yes,No,Yes,No,,,,,,,,3,,,,,,,
656430,555,Open,Yes,1,Decrease,,20,100,Remain the same,No,70,Decrease,Decrease,Decrease,Yes,No,No,10,0,400,Decrease,Decrease,30,0,50,Decrease,Decrease,Increase,Loans from commercial banks,Yes,Yes,Yes,No,No,No,,,,,,,,3,,,,,,,
656431,1183,Open,No,,Increase,8,,100,Remain the same,Yes,,Remain the same,Increase,Increase,Yes,Yes,Yes,10,2,40,Remain the same,Remain the same,,,0,Remain the same,Increase,Increase,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656432,1298,Open,No,,Decrease,,30,90,Remain the same,Yes,,Remain the same,Decrease,Decrease,Yes,Yes,No,15,0,56,Remain the same,Decrease,5,0,0,Decrease,Increase,Increase,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,No,No,,,,,,,,2,,,,,,,
656433,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656434,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656435,506,Open,Yes,3,Decrease,,30,85,Decrease,No,70,Decrease,Decrease,Decrease,Yes,No,No,5,0,217,Remain the same,Decrease,12,6,Does not apply,Decrease,Increase,Decrease,Loans from commercial banks,No,Yes,No,No,No,No,,,,,,,,3,,,,,,,
656436,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656437,468,Open,No,,Remain the same,,,100,Does not apply,Yes,,Remain the same,Remain the same,Decrease,No,Yes,No,2,0,27,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,3,,,,,,,
656438,205,Open,No,,Decrease,,20,100,Does not apply,Yes,,Remain the same,Remain the same,Remain the same,No,No,No,0,0,84,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656439,924,Open,No,,Remain the same,,,90,Decrease,Yes,,Remain the same,Remain the same,Decrease,Yes,Yes,No,10,0,25,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,16,,,,,,,
656440,531,Open,No,,Decrease,,12,100,Remain the same,Yes,,Remain the same,Decrease,Decrease,Yes,Yes,Yes,80,18,15,Remain the same,Decrease,0,0,0,Decrease,Increase,Increase,None of the above,No,No,No,No,No,No,,,,,,,,2,,,,,,,
656441,646,Open,No,,Decrease,,20,100,Does not apply,No,,Decrease,Decrease,Decrease,Yes,Yes,No,15,0,7,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656442,1196,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Remain the same,No,No,No,15,Don't know,25,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,4,,,,,,,
656443,370,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Don't know,No,No,No,0,0,95,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,8,,,,,,,
656444,1195,Open,Yes,8,Decrease,,99,Don't know,Does not apply,Yes,1,Decrease,Decrease,Decrease,No,No,No,0,0,12,Decrease,Don't know,3,0,9,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656445,1059,Open,Yes,7,Decrease,,40,100,Does not apply,No,,Remain the same,Decrease,Decrease,No,No,No,10,0,165,Remain the same,Don't know,,,Don't know,Remain the same,Increase,Remain the same,,No,No,No,Does not apply,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,Don't know,,,,,,,
656446,168,Open,No,,Increase,30,,100,Does not apply,Yes,100,Increase,Increase,Increase,Yes,Yes,Yes,30,Don't know,35,Remain the same,Remain the same,,,0,Increase,Increase,Increase,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656447,934,Open,No,,Remain the same,,,100,Remain the same,No,100,Remain the same,Remain the same,Remain the same,No,No,No,0,0,50,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,Yes,Yes,No,No,,6,,,,,,,
656448,713,Open,Yes,1,Decrease,,40,100,Does not apply,No,40,Decrease,Decrease,Decrease,No,No,No,Don't know,Don't know,10,Remain the same,Remain the same,,,0,Decrease,Decrease,Decrease,Loans from commercial banks,Yes,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656449,1156,Open,Yes,6,Decrease,,50,100,Does not apply,Yes,20,Decrease,Decrease,Decrease,No,Yes,No,0,10,750,Remain the same,Don't know,,,Does not apply,Decrease,Increase,Decrease,None of the above,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,No,No,,8,,,,,,,
656450,636,Open,Yes,5,Decrease,,50,100,Does not apply,No,50,Decrease,Decrease,Don't know,No,No,Yes,5,20,15,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,None of the above,No,No,No,Yes,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,Yes,No,,Don't know,,,,,,,
656451,979,Open,Yes,8,Decrease,,80,100,Does not apply,No,Don't know,Decrease,Decrease,Remain the same,Yes,No,No,0,0,27,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,Yes,Yes,No,No,No,No,,,,,,,,4,,,,,,,
656452,108,Open,Yes,5,Decrease,,45,100,Does not apply,No,,Decrease,Decrease,Decrease,No,No,No,0,0,60,Remain the same,Remain the same,,,0,Decrease,Increase,Increase,Loans from commercial banks,No,Yes,No,No,No,No,,,,,,,,5,,,,,,,
656453,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656454,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656455,394,Open,Yes,6,Decrease,,35,100,Does not apply,Yes,,Decrease,Decrease,Remain the same,Yes,Yes,Yes,Don't know,Don't know,6,Remain the same,Remain the same,,,Don't know,Don't know,Don't know,Don't know,,Don't know,No,No,No,No,Yes,No,No,No,Yes,Yes,No,,4,,,,,,,
656456,527,Open,Yes,2,Increase,30,,100,Does not apply,No,,Increase,Increase,Increase,No,Yes,No,Don't know,0,7,Remain the same,Don't know,,,7,Increase,Don't know,Don't know,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656457,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656458,447,Open,Yes,12,Decrease,,90,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,No,Yes,40,80,6,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,None of the above,Yes,Yes,No,No,No,No,,,,,,,,12,,,,,,,
656459,859,Open,Yes,Don't know,Decrease,,15,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,Yes,No,Yes,45,10,15,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656460,831,Open,Yes,6,Decrease,,30,100,Does not apply,No,,Decrease,Remain the same,Remain the same,No,No,No,0,0,6,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,3,,,,,,,
656461,273,Open,No,,Remain the same,,,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,No,No,No,Don't know,0,25,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656462,422,Open,No,,Remain the same,,,100,Does not apply,Yes,,Remain the same,Increase,Increase,No,No,No,0,0,10,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
