idstd,panelid,year,b1,b2c,b3,b5,b8,c22b,d12a,d1a1x,d1a3,d2,d3a,f1,f2,g5a,g5b,g5bx,g6a,h1,k1c,k2c,k4,k5a,k5f,k5i,k6,k7,k8,l1,l11a,l11b,l6,l8,n2a,n2b,n2e,n2f,n2i,n3,n5a,n5b,n7a,a17,_2012_2019_BMd1a,_2012_2019_BMd1b,_2012_2019_e2b,_2012_2019_h5,_2012_2019_BMh1,_2012_2019_BMh2,_2012_2019_BMh3,_2012_2019_h9,_2012_2019_g1a,_2012_2019_k3a,_2012_2019_k3bc,_2012_2019_k3e,_2012_2019_k3f,_2012_2019_BMk3hd,_2012_2019_k5bc,_2012_2019_k5e,_2012_2019_BMk5hdj,_2019_d1a1a,_2019_h8,_2019_BMk3a,_2019_BMk3b,_2019_k5a1,_2019_k5bc1,_2019_k5i1,_2019_k5e1,_2019_k5f1,_2019_BMk5a,_2019_BMk5a1,_2019_BMk5b,_2019_BMk5b1,_2019_BMk5hdj1,_2019_BMl1a,_2019_l11a1,_2019_l11b1,_2019_n2p
656430,517637,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2011,No,Yes,100,Production Of Glass And Glass Products,90,450000000,100,90,40,,,,100,No,0,0,No,,,,Yes,No,No,92,,,No full-time seasonal or temporary workers,,60000000,165000,15000000,Don't know (spontaneous),,161000000,,,10000000,Are estimates computed with some precision,Increase,30,3,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,75000000
656431,517651,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2004,No,No,100,"Wholesale Trade Of Food Products, Alcohol, Cigarettes",70,15000000,100,,,,,,100,No,0,0,No,,,,Yes,No,No,8,,,No full-time seasonal or temporary workers,,3000000,300000,,Don't know (spontaneous),,14300000,,,,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,100,60,0,0,40,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,60,,,
656432,517654,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2006,No,No,100,Retail Trade In Alcoholic Beverages,80,5000000,100,,,110,Square Meters,,80,No,0,0,No,,,,Yes,No,No,8,,,No full-time seasonal or temporary workers,,1800000,600000,,400000,1200000,4300000,,,,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,80,100,0,0,0,0,,,,Retail trade of,,0,0,,,,,,,,,,,70,,,
656433,517667,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,No,100,"Wholesale Trade Of Meat Products (Offal, Semi-Finished Products)",70,168000000,100,,,,,,0,No,30,20,No,,,,Yes,No,No,12,,,No full-time seasonal or temporary workers,,15000000,1100000,,Don't know (spontaneous),,181000000,,,,Are estimates computed with some precision,Increase,20,3,No,No,No,No,,0,70,0,0,30,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,40,,,
656434,517668,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2013,No,Yes,50,"Wholesale Trade Of Machinery And Equipment For Mining, Quarrying And Construction",80,8000000,100,,,,,,0,No,0,0,No,,,,Yes,No,No,8,,,No full-time seasonal or temporary workers,,3000000,60000,,50000,,7400000,,,,Are estimates computed with some precision,Stay the same,,2,No,No,No,No,,0,50,50,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,50,,,
656435,517671,2019,Shareholding company with non-traded shares or shares traded privately,0,49,1992,No,Yes,50,"Production Of Heat Exchangers, Equipment For Air Conditioning Of Refrigeration And Freezing Equipment, As Well As Equipment For Filtering And Cleaning Gases",80,630000000,40,90,40,,,,100,No,0,0,No,,,,Yes,No,No,217,,,No full-time seasonal or temporary workers,,130200000,532000,15000000,427000,,390000000,,,16000000,Are estimates computed with some precision,Increase,20,1,No,No,No,No,,100,70,0,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,156000000
656436,517682,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,100,Retail Trade In Fruit And Vegetables,90,2700000,100,,,60,Square Meters,,0,No,30,0,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,2150000,70000,,100000,2600000,Establishment was not in business in Fiscal Year,,,,Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,0,80,0,0,20,0,,,,Retail trade of,,0,0,,,,,,,,,,,40,,,
656437,517688,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2003,No,No,100,"Retail Sale Of Food, Beverages And Tobacco",70,32000000,100,,,85,Square Meters,,100,No,20,0,No,,,,Yes,No,No,69,,,No full-time seasonal or temporary workers,,24900000,300000,,Don't know (spontaneous),7000000,30700000,,,,Are estimates computed with some precision,Increase,30,Too many to count,No,No,No,No,,100,100,0,0,0,0,,,,Retail trade of,,0,0,,,,,,,,,,,30,,,
656438,517690,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,No,100,Food Retail,80,47800000,100,,,150,Square Meters,,100,No,20,0,No,,,,Yes,No,No,84,,,No full-time seasonal or temporary workers,,31000000,270000,,Don't know (spontaneous),10000000,45000000,,,,Are estimates computed with some precision,Increase,30,Too many to count,No,No,No,No,,100,100,0,0,0,0,,,,Retail trade of,,0,0,,,,,,,,,,,40,,,
656439,517697,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2013,No,Yes,70,Wholesale Trade In Metal.,100,21476000,100,,,,,,0,No,0,15,No,,,,Yes,No,No,7,,,5,7,4320000,94000,,Don't know (spontaneous),,20139000,,,,Are estimates computed with some precision,Increase,12,Don't know (spontaneous),No,No,No,No,,Does not apply is a floor in a building (spontaneous),85,0,0,15,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,40,,,
656440,517698,2019,Shareholding company with non-traded shares or shares traded privately,0,81,2009,No,No,100,Activities In The Field Of Communication Based On Wired Technology,80,23000000,100,,,,,,100,No,0,0,No,,,,Yes,No,No,8,,,No full-time seasonal or temporary workers,,6700000,140000,,Don't know (spontaneous),,19000000,,,,Are estimates computed with some precision,Increase,15,3,No,No,No,No,,100,100,0,0,0,0,,,,Provide services of,,0,0,,,,,,,,,,,60,,,
656441,517712,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2009,No,Yes,100,"Wholesale Trade Of Tires, Disks, Batteries",80,47000000,100,,,,,,100,No,30,10,No,,,,Yes,No,No,7,,,No full-time seasonal or temporary workers,,6000000,400000,,Don't know (spontaneous),,31000000,,,,Are estimates computed with some precision,Increase,15,3,No,No,No,No,,100,40,0,0,60,0,,,,Provide services of,,0,0,,,,,,,,,,,50,,,
656442,517715,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,95,Food Production. Meat Semi-Finished Products. Smoked Products.,100,38000000,100,100,Don't know (spontaneous),,,,0,No,0,50,No,,,,Yes,No,Yes,25,,,6,2,12000000,Don't know (spontaneous),20000000,Don't know (spontaneous),,Establishment was not in business in Fiscal Year,,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,50,20,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,34000000
656443,517716,2019,Shareholding company with non-traded shares or shares traded privately,0,80,1996,No,No,100,"Production Of Agricultural Products: Milk And Dairy Products (Milk, Cottage Cheese, Sour Cream, Koumiss, Etc.)",100,114000000,100,85,Don't know (spontaneous),,,,100,No,10,45,Yes,80,0,0,Yes,No,Yes,95,,,12,2,21000000,1500000,20000000,4500000,,125000000,25000000,0,200000000,Are estimates computed with some precision,Decrease,10,Too many to count,No,No,No,No,,90,80,10,0,10,0,20,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,52000000
656444,517719,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,90,Production And Installation Of Wooden Staircase Structures,90,14000000,100,65,48,,,,0,No,0,0,No,,,,Yes,No,No,10,,,No full-time seasonal or temporary workers,,5000000,100000,4600000,Don't know (spontaneous),,12000000,,,1500000,Are taken directly from establishment records,Stay the same,,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,12300000
656445,517727,2019,Shareholding company with shares traded on the stock market,0,100,2002,No,Yes,70,"Production Of Sanitary Works, Installation Of Heating Systems And Air Conditioning Systems",100,740000000,100,,,,,,0,No,40,20,No,,,,Yes,No,Yes,165,,,No full-time seasonal or temporary workers,,190000000,870000,,Don't know (spontaneous),,732000000,,,,Are in some case taken from books and in some case estimates,Decrease,20,5,No,No,No,No,,0,70,30,0,0,0,,,,Construction of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656446,517728,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1996,No,Yes,40,"Production Of Upholstered, Cabinet And Office Furniture",100,112000000,100,90,60,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,No,No,30,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,25000000,Are in some case taken from books and in some case estimates,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,Don't know (spontaneous)
656447,517730,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,Yes,30,Production Of Besser-Blocks And Paving Slabs,100,29000000,100,50,40,,,,100,No,10,30,Yes,100,0,0,Yes,No,No,50,,,No full-time seasonal or temporary workers,,7000000,700000,8500000,800000,,35000000,700000,0,55000000,Are estimates computed with some precision,Decrease,3,19,No,No,No,No,,100,90,0,0,10,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,21000000
656448,517734,2019,Shareholding company with non-traded shares or shares traded privately,0,90,1999,No,Yes,80,"Production, Repair And Maintenance Of Lifting Mechanisms: Bridge, Gantry Cranes, Truck Cranes, Crane Girders.",100,Don't know (spontaneous),100,50,60,,,,90,No,15,58,No,,,,Yes,No,No,16,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,21000000,Are estimates computed with some precision,Stay the same,,10,No,No,Yes,No,,0,85,0,0,15,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,,,,Don't know (spontaneous)
656449,517738,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1945,No,Yes,50,"Production Of Cable Products. Power Cables, Automotive, Telephone, Etc.",95,1500000000,90,90,80,,,,100,Yes,20,40,Yes,100,0,0,Yes,Yes,No,300,,,No full-time seasonal or temporary workers,,460000000,52700000,583000000,6500000,,1600000000,12000000,0,Don't know (spontaneous),Are taken directly from establishment records,Decrease,2,12,No,Yes,Yes,No,,100,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),0,0,0,Manufacturing of ,No,Don't know (spontaneous),Don't know (spontaneous),,,,,,0,,0,,,30,,,1200000000
656450,517743,2019,Shareholding company with shares traded on the stock market,0,39,1967,No,Yes,50,Production Of High-Tech Equipment For The Oil And Gas Industry,100,8000000000,65,70,80,,,,80,No,70,75,Yes,60,0,20,Yes,Yes,Yes,1000,,,No full-time seasonal or temporary workers,,1000000000,1400000,1500000000,Don't know (spontaneous),,7300000000,55000000,25000000,15000000000,Are in some case taken from books and in some case estimates,Increase,5,24,No,No,Yes,No,,80,60,10,0,0,10,10,0,0,Manufacturing of ,No,0,20,,,,,,0,,10,,,45,50,No employees trained,Don't know (spontaneous)
656451,517745,2019,Shareholding company with non-traded shares or shares traded privately,0,51,2013,No,Yes,40,"Production Of Cabinet And Upholstered Furniture: Kitchens, Hallways, Sofas, Armchairs, Etc.",100,41300000,100,70,68,,,,0,No,10,0,No,,,,Yes,No,No,29,,,No full-time seasonal or temporary workers,,15000000,2500000,15000000,500000,,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,30,,,38000000
656452,517752,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,70,"Construction Of Apartment Buildings, Industrial Non-Residential Premises",100,150000000,100,,,,,,0,No,60,Don't know (spontaneous),No,,,,Yes,No,Yes,60,,,15,One month or less,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Establishment was not in business in Fiscal Year,,,,Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,60,40,0,0,0,,,,Construction of,,0,0,,,,,,,,,,,10,,,
656453,517753,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,Yes,50,Construction Of Low-Rise Houses And Cottages,100,47000000,100,,,,,,100,No,50,10,No,,,,Yes,No,No,17,,,5,One month or less,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Decrease,Don't know (spontaneous),Too many to count,No,No,No,No,,100,20,0,0,80,0,,,,Construction of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656454,517762,2019,Shareholding company with non-traded shares or shares traded privately,0,99,1999,No,Yes,2,"Wholesale Of Computer And Office Equipment (Printers, Scanners, Modems, Copiers, Consumables, Laptops, Etc.)",100,43000000,100,,,,,,100,No,40,15,No,,,,No,No,No,15,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,70,,,
656455,517766,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,Yes,40,"Wholesale Clothing. Sale Of Sportswear For Clubs And Teams: Play Uniform, Tracksuits, Outerwear, Etc.",100,7500000,100,,,,,,100,No,10,0,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,900000,15000,,0,,Establishment was not in business in Fiscal Year,,,,Are in some case taken from books and in some case estimates,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,,,,
656456,517768,2019,Shareholding company with shares traded on the stock market,0,51,2017,No,No,Don't know (spontaneous),Provision Of Freight Transportation Services By Land Freight Transport,100,25000000,100,,,,,,0,No,0,0,Yes,100,0,0,Yes,No,No,7,,,No full-time seasonal or temporary workers,,8000000,5000,,6000000,,Establishment was not in business in Fiscal Year,7000000,0,,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,100,0,0,0,0,0,0,0,Provide services of,,0,0,,,,,,0,,0,,,20,,,
656457,517769,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1999,No,Yes,20,Retail Trade Of Sanitary Ware,75,50000000,100,,,150,Square Meters,,100,No,60,25,No,,,,Yes,Yes,No,17,,,8,4,4500000,350000,,150000,25000000,75000000,,,,Are estimates computed with some precision,Decrease,Don't know (spontaneous),Too many to count,No,No,No,No,,100,100,0,0,0,0,,,,Retail trade of,,0,0,,,,,,,,,,,,,,
656458,517770,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,Yes,0,Wholesale Of Software,100,3500000,100,,,,,,0,No,10,25,No,,,,Yes,No,No,5,,,No full-time seasonal or temporary workers,,350000,20000,,Don't know (spontaneous),,3800000,,,,Are taken directly from establishment records,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,,,,
656459,517774,2019,Shareholding company with non-traded shares or shares traded privately,0,51,2003,No,Yes,50,"Wholesale Of Household Chemicals (Soap, Shampoo, Cleaning Products) And Stationery (Paper, Pens, Etc.)",100,40000000,100,,,,,,0,No,15,10,No,,,,Yes,No,No,15,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,36000000,,,,Are estimates computed with some precision,Increase,4,100,No,No,No,No,,0,100,0,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,40,,,
656460,517781,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,No,Yes,0,"Wholesale Of Office Equipment - Printers, Copiers, Cartridges For Them, Toners",100,12000000,100,,,,,,0,No,0,0,No,,,,Yes,No,Yes,6,,,No full-time seasonal or temporary workers,,1500000,10000,,Don't know (spontaneous),,Establishment was not in business in Fiscal Year,,,,Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,50,40,0,10,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,,,,
656461,517782,2019,Shareholding company with non-traded shares or shares traded privately,0,51,2006,No,Yes,25,"Retail Sale Of Building Materials: Wall Materials, Metal Materials, Insulation Materials, Bulk Materials, Etc.",90,150000000,100,,,Don't know (spontaneous),,,100,No,85,12,No,,,,Yes,Yes,No,26,,,No full-time seasonal or temporary workers,,18000000,Don't know (spontaneous),,1500000,Don't know (spontaneous),150000000,,,,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,100,40,0,0,60,0,,,,Retail trade of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656462,517792,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,No,90,Retail Of Food,75,28000000,100,,,80,Square Meters,,100,No,50,5,Yes,80,0,0,Yes,No,Yes,7,,,12,5,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),23000000,1500000,350000,,Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,100,80,20,0,0,0,20,0,0,Retail trade of,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,
656463,517793,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,No,5,"Retail Sale Of Sportswear And Shoes: Sneakers, Suits, T-Shirts, Shorts, Socks, Etc.",100,6500000,100,,,55,Square Meters,,0,No,20,0,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,800000,55000,,0,3000000,5000000,,,,Are in some case taken from books and in some case estimates,Stay the same,,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Retail trade of,,0,0,,,,,,,,,,,,,,
